A B $log(f)$
3.305945336503910426e-01 2.299089386191712947e+01 -1.810310432637576739e+00
5.828678775983231475e-01 1.327238631049557682e+01 -2.047240572083350862e+00
4.283952477873675946e-01 1.925692483304145952e+01 -2.325985520385108529e+00
3.835380486395738586e-01 2.105349668907329885e+01 -1.530623821985281907e+00
5.047730337209692664e-01 1.625551574210409456e+01 -1.653871966123551474e+00
4.196696877943022486e-01 1.936319489741040911e+01 -1.027274845795073333e+00
7.312454109071566677e-01 7.188476339268390802e+00 -1.013683195947782778e+00
4.568675503861356901e-01 1.809100585931471272e+01 -1.792862586561129845e+00
5.103524936799956890e-01 1.609959234854734689e+01 -2.201116554404523917e+00
2.465588174636028640e-01 2.635276178765705879e+01 -2.167590967554035686e+00
5.428355959305601885e-01 1.477000445210236279e+01 -1.969791700349199814e+00
4.321000966649464203e-01 1.913298441708056430e+01 -1.664230947611990530e+00
4.281901373709455783e-01 1.930120646692227382e+01 -1.930225662693921151e+00
4.453705532475282780e-01 1.851486830932866212e+01 -2.262083541606928705e+00
4.595872234547684343e-01 1.804242213603173184e+01 -2.408212061080183375e+00
5.438891026462790990e-01 1.480631298710950006e+01 -2.164521582422398893e+00
4.638166725123760159e-01 1.789465263400220607e+01 -2.589819686361535034e+00
5.153294950674602859e-01 1.592670047143684542e+01 -2.114822624866700806e+00
4.961603554235409774e-01 1.658044678232350577e+01 -1.910901572426553230e+00
9.860456542715567707e-02 3.199831914149994816e+01 -1.127154676562335922e+00
4.920195157505347083e-01 1.677179927297892448e+01 -2.190567554256604765e+00
5.391426571486590547e-01 1.500396692330240711e+01 -2.254337921461643468e+00
3.111863833732755324e-01 2.369038298896442285e+01 -1.076593506433107805e+00
5.144493803190250958e-01 1.593669261877639087e+01 -2.100499642883816520e+00
3.958534346008342197e-01 2.055021676418681409e+01 -2.475322393766875351e+00
3.605559725434233087e-01 2.176172812883228858e+01 -1.791099166728958636e+00
8.430369646490358804e-01 3.178365376076143889e+00 -1.041897058396871856e+00
2.861167598158154135e-01 2.479812978343800012e+01 -1.838846557199856235e+00
3.848120874943266045e-01 2.083272602144370467e+01 -1.637774439849831509e+00
5.052205828764648743e-01 1.626043297664032394e+01 -2.183419829891243502e+00
4.992504802196506830e-01 1.655087560606214936e+01 -1.963320696498536577e+00
4.340983675895753180e-01 1.897042693432669580e+01 -1.862681061613528755e+00
4.560186081653849755e-01 1.810860432823009347e+01 -2.427270855752694523e+00
3.825927645975308877e-01 2.104023566897866004e+01 -2.306914757822289275e+00
5.433687149481549739e-01 1.472185182902479283e+01 -2.026085882887834089e+00
5.149886892154320606e-01 1.580034245869704534e+01 -1.932028560605413503e+00
4.881545779771023774e-01 1.705818394164505492e+01 -1.510844403408309944e+00
4.459580581682960343e-01 1.849598326223208034e+01 -1.064036609843025616e+00
7.975475548361785627e-01 4.936589890574893502e+00 -1.586234925588982492e+00
6.879761572271654302e-01 9.212122305873677419e+00 -1.583905876275228053e+00
4.461535972137582462e-01 1.845515589680907453e+01 -1.993227203349707821e+00
5.526266964662198689e-01 1.439454144269597435e+01 -2.073052109177181634e+00
5.287875299383379968e-01 1.532768477321454270e+01 -2.022424533891423515e+00
5.466128474094116285e-01 1.467610585142401192e+01 -1.551159181450298519e+00
4.243602403690633906e-01 1.940052838061927076e+01 -1.521773856616043474e+00
4.172647792932533406e-01 1.966123771165706557e+01 -2.363879216469829458e+00
5.022996007784570338e-01 1.634163030542222117e+01 -1.854235881271247166e+00
5.891447032378511750e-01 1.292186170721662819e+01 -1.304239344903074027e+00
5.458672133838771146e-01 1.451552730903906507e+01 -1.213100617849416807e+00
4.987989263740111312e-01 1.646230678243974666e+01 -1.751814766506804233e+00
4.377171159068726780e-01 1.883332279559794387e+01 -1.962337592924237484e+00
5.977377116516358058e-01 1.265632377170175005e+01 -1.600805942868252174e+00
4.079477696563653666e-01 2.000234713534159425e+01 -2.347759187522440172e+00
3.842842354449693687e-01 2.080457669988965108e+01 -1.856164318813396719e+00
8.399470535319579767e-01 3.325055971711620373e+00 -9.509841139356716155e-01
3.745383083708038185e-01 2.126129455712457883e+01 -1.748472448276054081e+00
3.318491395111955455e-01 2.292906281249833711e+01 -1.834268485938048698e+00
6.115819637059054514e-01 1.220254090177764539e+01 -1.563167870726152486e+00
3.502644310677425210e-01 2.227857642096496704e+01 -1.955576391108127865e+00
3.876019712299711983e-01 2.081357820657215996e+01 -1.972091833843679254e+00
5.139336641747185297e-01 1.591532379299089683e+01 -2.029802824897494418e+00
2.687172577369967286e-01 2.543770903421319929e+01 -2.132168960015001780e+00
4.983991163985841411e-01 1.645518567926178832e+01 -1.334346810776811054e+00
2.465972900211923502e-01 2.627874412826975004e+01 -2.062671713112457894e+00
4.174087630456924103e-01 1.976317987622461203e+01 -2.118448973818046532e+00
4.633110224247598552e-01 1.801689374694017687e+01 -1.404797210851143063e+00
3.299377671625620678e-01 2.302817950858320728e+01 -1.880867742082500627e+00
1.936937742233872939e-01 2.826145923442570052e+01 -2.051860467646068997e+00
4.546187181116501108e-01 1.821530431547256512e+01 -1.652311699765574460e+00
3.854601423751109479e-01 2.089309891526810503e+01 -2.241318285906693575e+00
5.718816002378019903e-01 1.367961391974668572e+01 -2.257060618004822494e+00
4.682631784905240124e-01 1.762067406540066372e+01 -1.646841927613749590e+00
5.752067986325783977e-01 1.349865140253782414e+01 -1.773038434841009092e+00
4.331494136441484955e-01 1.901463357847742941e+01 -2.090994070247812253e+00
2.251080694530784854e-01 2.704861706383813669e+01 -1.350721445408352039e+00
6.421765737012812281e-01 1.109090071164377633e+01 -1.027168754722808330e+00
3.894321793075832261e-01 2.075949029632483445e+01 -2.078050193987579064e+00
5.169165538360420697e-01 1.581812836817174173e+01 -1.981337735793333721e+00
3.495646218246477588e-01 2.233656254891761250e+01 -1.769692113030789216e+00
5.577893075296103120e-01 1.419953429513497412e+01 -2.291471895612795961e+00
4.889822758633481925e-01 1.681874793104834964e+01 -1.718046768055875972e+00
2.611847965542040129e-01 2.575044943128160924e+01 -8.240290266967669197e-01
3.584792367374429745e-01 2.192183973905568450e+01 -2.435940868083596555e+00
2.674474645509121729e-01 2.540221160562761327e+01 -1.826336211927548803e+00
4.432493710076474969e-01 1.863801058841382741e+01 -2.081310488682831306e+00
2.544900723028238332e-01 2.599827158305643593e+01 -1.651815259794888746e+00
5.735316535982342145e-01 1.362499585756769704e+01 -2.196099686066553147e+00
4.857661302915836643e-01 1.702361907332874580e+01 -2.412006295579579351e+00
5.006182678565913591e-01 1.639659172955531119e+01 -2.546603666048882886e+00
5.888533061345349040e-01 1.300769575279605306e+01 -9.811221080212888523e-01
6.012090706045452038e-01 1.256379219829160832e+01 -1.799253169427958099e+00
4.770562687196751028e-01 1.729590828721679685e+01 -1.863046509271715223e+00
6.038510638325185198e-01 1.246349661748756432e+01 -2.326480201509475876e+00
1.750783637961070838e-01 2.895147703083181057e+01 -1.854228138717939345e+00
7.426312445794991390e-01 7.136242570794493645e+00 -1.697620561243599724e+00
8.033035618148414159e-01 4.832814010724710840e+00 -1.676058047861864964e+00
5.256408938797623165e-01 1.555355973044989781e+01 -1.828827611895835759e+00
3.911295757610862012e-01 2.063924209319750958e+01 -1.755343628643498022e+00
4.042028829016182101e-01 2.010814323605649889e+01 -1.380351487644061237e+00
6.740879799146330953e-01 9.790042273319514265e+00 -2.091096116903496949e+00
4.947004841558957366e-01 1.674142361061220896e+01 -2.383576215007522592e+00
5.616850952611187608e-01 1.409284598338001615e+01 -1.876773872966342793e+00
4.751917660266293808e-01 1.737244793818444322e+01 -2.511425049266218679e+00
5.123761540187032892e-01 1.598326777207333294e+01 -2.180690589574463267e+00
4.975441809143283933e-01 1.650080034582674671e+01 -2.082719898536002034e+00
5.116410193108897886e-01 1.599989011851170773e+01 -2.024029976904873074e+00
5.796851988850129089e-01 1.335006517862293407e+01 -2.333147572916624668e+00
5.651433939914483062e-01 1.394450547757539027e+01 -2.265816218723966102e+00
2.611847965542040129e-01 2.575044943128160924e+01 -8.240290266967669197e-01
6.141905432943630672e-01 1.194957167149250665e+01 -1.847493069340371719e+00
5.670391053346275356e-01 1.389281337698363927e+01 -1.568629374685784228e+00
4.273159115559526100e-01 1.926469715191269927e+01 -2.354410777256158660e+00
3.745890644125022817e-01 2.131787596010062202e+01 -1.147148616552348344e+00
4.574187814587311607e-01 1.809992099388178843e+01 -1.274422764007841380e+00
5.163434908597999140e-01 1.589134537340158460e+01 -1.790157262725028176e+00
4.686228843734951965e-01 1.765693331190288973e+01 -2.194784893167876838e+00
7.063669680633140047e-01 8.344218062141798953e+00 -1.522364406409142390e+00
3.696847966899738935e-01 2.155421876746122223e+01 -1.967416091196858119e+00
4.775875016361208480e-01 1.735309090233595697e+01 -1.824892989137078203e+00
5.702226019412197644e-01 1.376236527795325060e+01 -1.861524610587780515e+00
2.559879530285797955e-01 2.587647135874206583e+01 -2.087990747250981549e+00
7.461695240521759587e-01 6.929565809386886599e+00 -1.496806983679274339e+00
5.334493454553879133e-01 1.522259831342041281e+01 -2.301414651176414417e+00
4.436208968017645304e-01 1.861822557052658311e+01 -2.525326893636741232e+00
5.351142636407502096e-01 1.506194580914544900e+01 -2.272362201920951286e+00
2.501870914140802427e-01 2.610087322184139680e+01 -2.215396049238891329e+00
3.329873111871943792e-01 2.294701928149937231e+01 -2.226736017224750341e+00
2.218099004220430714e-01 2.733434965130098249e+01 -9.026780571439640966e-01
4.709834476866667785e-01 1.756525484153887362e+01 -2.074722821644961357e+00
6.250864950994063918e-01 1.160471750835099414e+01 -2.207241558944059712e+00
5.855344266870829983e-01 1.313108925583486553e+01 -1.653296370365955781e+00
4.023001203104019652e-01 2.024604212099880840e+01 -2.366246407241508365e+00
5.978886740781561571e-01 1.263063818836413787e+01 -1.528345496795987302e+00
5.149886892154320606e-01 1.580034245869704534e+01 -1.932028560605413503e+00
6.446473697289452076e-01 1.086574386844457507e+01 -2.167764363152709706e+00
3.736351231575767429e-01 2.117938227614576618e+01 -1.342369965626197370e+00
6.459922123419126194e-01 1.074193440786790177e+01 -2.321355017915540664e+00
4.659561851930007492e-01 1.775323818010194543e+01 -2.507737483219355745e+00
5.509113616437577576e-01 1.451904373485618294e+01 -1.482761732303551128e+00
7.624781105517275392e-01 6.249548640495461882e+00 -1.562394528363540758e+00
5.195973356394425480e-01 1.551665715223118980e+01 -1.487875500257255013e+00
4.113321569934829114e-01 1.976339463698514010e+01 -1.825507175699232931e+00
6.716480457184488273e-01 9.826315075049045333e+00 -1.784533917651252466e+00
4.813412377942647424e-01 1.713752962402740820e+01 -2.513749605473315718e+00
2.919172484858734151e-01 2.450852335236371005e+01 -2.093626469495468712e+00
4.471922810096735645e-01 1.851682858469153103e+01 -2.522260592822309633e+00
5.414724078053687606e-01 1.491122912302101611e+01 -2.272455711939198153e+00
7.262249415067536518e-01 7.620132963763452949e+00 -1.580578747457950683e+00
7.426312445794991390e-01 7.136242570794493645e+00 -1.697620561243599724e+00
5.349198920957576320e-01 1.511041812187320943e+01 -1.851086142895905340e+00
3.981402808645206903e-01 2.037708714057895776e+01 -2.240094203835361064e+00
4.769114506312597257e-01 1.737694127012410661e+01 -2.528013509493761468e+00
3.345023777592537328e-01 2.286019241942937441e+01 -2.258630536153662050e+00
4.575409599663906590e-01 1.813257077015401819e+01 -2.217389623163875889e+00
2.786228823081806638e-01 2.497566954594529420e+01 -2.158239435426660080e+00
6.125955790062569406e-01 1.217024949842947024e+01 -1.621251988391971821e+00
3.309517061176840969e-01 2.303818892349484315e+01 -1.358377763526410931e+00
5.315850042206413661e-01 1.524046439141570630e+01 -2.138181232534167364e+00
4.848809092573951318e-01 1.704350515964139845e+01 -1.929672640835789821e+00
4.310759172159333019e-01 1.896484392081602266e+01 -1.431363153905062191e+00
4.498226885854776924e-01 1.840988690684628892e+01 -2.631471166193620093e+00
3.809887331455659165e-01 2.110402474300292397e+01 -1.957959878758856576e+00
6.135265894994805791e-01 1.216869789900074750e+01 -1.654519734951257703e+00
4.624888746130277895e-01 1.780652255585528820e+01 -1.896256034318772876e+00
6.125955790062569406e-01 1.217024949842947024e+01 -1.621251988391971821e+00
5.079781631774871187e-01 1.611737836175790051e+01 -2.701141426541397550e+00
3.612008348398205726e-01 2.179905624898865568e+01 -2.660430972191008436e+00
5.897303795249371206e-01 1.295233449640189605e+01 -1.867808165612386162e+00
5.796891415936560321e-01 1.335219196994670199e+01 -2.334617059808116402e+00
6.723799758754225309e-01 9.973557274683749085e+00 -1.387155047858053436e+00
5.617320979927935554e-01 1.413751657657446259e+01 -2.026340794334854145e+00
5.140719653995855509e-01 1.585659205789565362e+01 -1.412535444431707532e+00
3.108172841476726234e-01 2.376931956888587649e+01 -1.712364225608006052e+00
3.772696641022470487e-01 2.127241966673039997e+01 -1.773716402371471546e+00
3.549630595087194251e-01 2.207753825005485737e+01 -2.183208041323507764e+00
3.296591795867769292e-01 2.304283706498036111e+01 -1.882834827071480532e+00
3.881582615656142821e-01 2.086259473501816331e+01 -1.696168587089344371e+00
3.178468116892254614e-01 2.347942900861894344e+01 -1.770706238860123349e+00
3.752853757804466284e-01 2.126861069707931762e+01 -1.850759920993075625e+00
5.057896061047983949e-01 1.620870615534008152e+01 -1.934317375519370330e+00
4.987015872450974996e-01 1.653748792255129274e+01 -1.870048173005807612e+00
5.145700955745411420e-01 1.587927030394604344e+01 -1.810544999400994115e+00
4.444041822253819163e-01 1.865779067257840040e+01 -2.507554710976458878e+00
3.901129419115374475e-01 2.067122270615735147e+01 -2.048340066192641196e+00
5.199267539418208628e-01 1.577580342172433348e+01 -1.521186547432941794e+00
3.559442351436530316e-01 2.213026765176575594e+01 -2.368726446007134001e+00
4.470529912254583849e-01 1.852392023583657732e+01 -2.180160551360700083e+00
2.719519751902943483e-01 2.524535726482861264e+01 -2.004786632046599237e+00
5.277934960119630148e-01 1.540799990898783989e+01 -1.344353851284395773e+00
3.427565035338098198e-01 2.255189341978223183e+01 -1.834449821019994431e+00
4.419540857641877096e-01 1.880015607689411894e+01 -1.229281506968399995e+00
5.796891415936560321e-01 1.335219196994670199e+01 -2.334617059808116402e+00
5.760660192133713053e-01 1.352289295362901100e+01 -1.929355626030027082e+00
4.516978306593895098e-01 1.851200923615979832e+01 -1.485099959980560769e+00
2.902373174914671949e-01 2.448024606432744577e+01 -1.902468591884602489e+00
4.241073491444975474e-01 1.938737981475998851e+01 -2.259918180881164140e+00
5.135106958963842061e-01 1.591476599947930026e+01 -2.507445155320962904e+00
4.530697588226324513e-01 1.828000971186060042e+01 -2.169337138483236060e+00
5.879413118305425456e-01 1.305790918802932765e+01 -1.635145832547218347e+00
7.271888882543464661e-01 7.247191121567993832e+00 -7.732228369939821988e-01
4.953951302837555914e-01 1.662310391460523107e+01 -2.466587156199776310e+00
5.340916331782370463e-01 1.511203272951889431e+01 -2.346175339734770660e+00
1.796852932453383289e-01 2.879148018353079408e+01 -2.042126295331815555e+00
2.777309146575390741e-01 2.492955966309202154e+01 -1.832184721801308314e+00
3.127931478738723570e-01 2.376132728106009040e+01 -1.649857086932438932e+00
7.087002005100000446e-01 8.306567569987464594e+00 -1.893254940482155035e+00
6.141905432943630672e-01 1.194957167149250665e+01 -1.847493069340371719e+00
4.085498664424225268e-01 1.993661911457773783e+01 -1.919427641773129523e+00
3.816920020942404790e-01 2.092875363812319023e+01 -1.281535565720409053e+00
3.408895560486442378e-01 2.253066521288427282e+01 -2.176338547534370171e+00
6.405287136976092199e-01 1.090757263877480909e+01 -1.080117803269262211e+00
2.041622579590374187e-01 2.797868878501786583e+01 -1.374162093866313938e+00
5.039202800732649479e-01 1.623833802898491996e+01 -9.947936017347149829e-01
3.585933327929051728e-01 2.193269726777267437e+01 -1.775286474847536766e+00
3.843558966628375373e-01 2.086310867034191574e+01 -2.183587436566929441e+00
2.100136429416199491e-01 2.767618943868842507e+01 -1.734355666577423349e+00
7.755429564981106694e-01 5.792726040185904424e+00 -2.081018474479948921e+00
6.601330866888570625e-01 1.026085283460826503e+01 -1.925002950506867094e+00
4.438366365600963093e-01 1.860627208201711369e+01 -2.459607354623559949e+00
2.222055599239887158e-01 2.730245035748464488e+01 -1.924542308194261864e+00
