 ! Swift/XRT detailed lightcurve of trigger: 10977, name: Swift J005139.2-721704 
 ! T0 for this burst is Swift MET=153250381.8006 s, = 2005 Nov 09 at 17:33:01.970 UT

 ! Data covers 0.3-10 keV
 ! For details of light-curve production, see Evans et al. 2007, A&A, 469, 379
 ! BINMODE: 
!MJD    	T_+ve   	T_-ve   	Rate    	Ratepos 	Rateneg 	BGrate  	BGerr   	FracExp
! WT data
57778.902506412	0.000348240740740741	-0.000348240740740741	1.1964e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0000
57782.0976954178	0.00692119212962963	-0.00692119212962963	8.2280e-03	0.0000e+00	0.0000e+00	7.9819e-05	1.4822e-05	1.0000
57784.3215334282	0.0386580208333333	-0.0386580208333333	5.7650e-03	0.0000e+00	0.0000e+00	6.0483e-05	7.8083e-06	0.2905
57785.282484875	0.000333726851851852	-0.000333726851851852	1.2518e-01	0.0000e+00	0.0000e+00	4.1868e-03	1.5825e-03	1.0000
57786.3091571794	0.101027384259259	-0.101027384259259	5.7638e-03	0.0000e+00	0.0000e+00	7.8026e-05	8.5645e-06	0.1573
57804.8606202998	0.10164	-0.10164	1.6790e-02	0.0000e+00	0.0000e+00	1.8077e-04	3.8541e-05	0.0393
57806.4907256933	0.000319212962962963	-0.000319212962962963	1.3314e-01	0.0000e+00	0.0000e+00	1.8832e-03	1.0873e-03	1.0000
57808.418195787	0.0676725231481481	-0.0676725231481481	7.1199e-03	0.0000e+00	0.0000e+00	6.1931e-05	7.4022e-06	0.1636
57810.4046603356	0.13121025462963	-0.13121025462963	6.6469e-03	0.0000e+00	0.0000e+00	7.3948e-05	1.0158e-05	0.0900
57819.4673623391	0.369211168981481	-0.369211168981481	1.0184e-02	0.0000e+00	0.0000e+00	7.4150e-05	1.2029e-05	0.0156
57820.3111077905	0.000348240740740741	-0.000348240740740741	1.2304e-01	0.0000e+00	0.0000e+00	1.7238e-03	9.9521e-04	1.0000
57820.898004353	0.00175569444444444	-0.00175569444444444	2.9929e-02	0.0000e+00	0.0000e+00	3.2648e-04	9.8439e-05	1.0000
57821.4928153831	0.468763553240741	-0.468763553240741	8.4776e-03	0.0000e+00	0.0000e+00	4.8311e-05	5.6160e-06	0.0214
57822.057229897	0.0369862847222222	-0.0369862847222222	8.9424e-03	0.0000e+00	0.0000e+00	1.6908e-04	1.7168e-05	0.3001
57823.5308458356	0.0390450115740741	-0.0390450115740741	6.1045e-03	0.0000e+00	0.0000e+00	1.1216e-04	1.3503e-05	0.2612
57826.6655537755	0.000319212962962963	-0.000319212962962963	1.3325e-01	0.0000e+00	0.0000e+00	3.1388e-03	1.4037e-03	1.0000
57834.6405495162	0.000348240740740741	-0.000348240740740741	1.2442e-01	0.0000e+00	0.0000e+00	2.8721e-03	1.2844e-03	1.0000
57835.2423707431	0.00666001157407407	-0.00666001157407407	1.0416e-02	0.0000e+00	0.0000e+00	7.1599e-05	1.1182e-05	1.0000
57836.376639169	0.00298902777777778	-0.00298902777777778	2.8307e-02	0.0000e+00	0.0000e+00	1.2289e-04	2.8193e-05	1.0000
57838.1593734861	0.00565884259259259	-0.00565884259259259	1.8303e-02	0.0000e+00	0.0000e+00	7.8224e-05	1.6311e-05	1.0000
57842.5412633125	0.000377256944444444	-0.000377256944444444	1.1617e-01	0.0000e+00	0.0000e+00	2.8199e-02	3.8023e-03	1.0000
57854.538068184	0.000377256944444444	-0.000377256944444444	1.7376e-01	0.0000e+00	0.0000e+00	1.9632e-02	3.2275e-03	1.0000
57857.119745162	0.00641334490740741	-0.00641334490740741	9.2961e-03	0.0000e+00	0.0000e+00	1.2681e-04	1.9567e-05	1.0000
57860.1070884607	0.00655844907407407	-0.00655844907407407	9.1428e-03	0.0000e+00	0.0000e+00	7.6733e-05	1.5049e-05	1.0000
57861.3119324768	0.000348240740740741	-0.000348240740740741	1.6789e-01	0.0000e+00	0.0000e+00	8.0571e-03	2.1534e-03	1.0000
57863.696962059	0.198503506944444	-0.198503506944444	1.8572e-02	0.0000e+00	0.0000e+00	2.5977e-04	3.7110e-05	0.0211
57866.0751624526	0.00583295138888889	-0.00583295138888889	1.5810e-02	0.0000e+00	0.0000e+00	5.0615e-05	7.5452e-06	1.0000
57868.2838880069	0.000362743055555556	-0.000362743055555556	1.2101e-01	0.0000e+00	0.0000e+00	1.6592e-03	9.5793e-04	1.0000
57869.4695517338	0.403824988425926	-0.403824988425926	1.0145e-02	0.0000e+00	0.0000e+00	9.2943e-05	1.3144e-05	0.0146
57875.7768373333	0.000362743055555556	-0.000362743055555556	1.2189e-01	0.0000e+00	0.0000e+00	4.2911e-03	1.5171e-03	1.0000
