 ! Swift/XRT detailed lightcurve of trigger: 10336, name: Swift J0243.66124
 ! T0 for this burst is Swift MET=528690141.6006 s, = 2017 Oct 03 at 02:22:01.820 UT

 ! Data covers 0.3-10 keV
 ! For details of light-curve production, see Evans et al. 2007, A&A, 469, 379
 ! BINMODE: 
!MJD    	T_+ve   	T_-ve   	Rate    	Ratepos 	Rateneg 	BGrate  	BGerr   	FracExp
! WT data
58207.3087157836	0.20422244212963	-0.20422244212963	8.251716e-01	4.972191e-02	-4.972191e-02	4.936650e-04	4.187212e-05	0.045329
58209.4305555926	0.00947498842592593	-0.00947498842592593	7.747782e-01	5.036996e-02	-5.036996e-02	4.275524e-04	3.735542e-05	0.999993
58211.5532515255	0.0742730787037037	-0.0742730787037037	2.104887e+00	9.573246e-02	-9.573246e-02	6.094735e-04	3.688702e-05	0.163710
58213.4449059988	0.429821585648148	-0.429821585648148	4.834407e+00	1.189582e-01	-1.189582e-01	8.306704e-04	2.488778e-05	0.068258
58214.6717621447	0.468262800925926	-0.468262800925926	7.547996e+00	3.347479e-01	-3.347479e-01	7.203985e-04	2.582754e-05	0.030677
58217.5992383843	0.00120431712962963	-0.00120431712962963	1.089403e+01	9.694678e-01	-9.694678e-01	1.746371e-03	1.712458e-04	1.000000
58219.9176382512	0.000609409722222222	-0.000609409722222222	1.281102e+01	1.493673e+00	-1.493673e+00	2.076667e-03	2.616354e-04	1.000000
58223.4452908218	0.00437813657407407	-0.00437813657407407	8.129928e+00	5.648019e-01	-5.648019e-01	1.237335e-03	6.790759e-05	0.964419
58234.7854956991	0.101044618055556	-0.101044618055556	7.727252e-01	5.726118e-02	-5.726118e-02	4.710446e-04	5.170386e-05	0.054137
58235.880286544	0.00625373842592593	-0.00625373842592593	7.174581e-01	4.311330e-02	-4.311330e-02	4.938086e-04	5.420254e-05	1.000000
58237.2765060405	0.00518001157407407	-0.00518001157407407	1.536468e+00	1.114713e-01	-1.114713e-01	5.659819e-04	5.300907e-05	1.000000
58288.3148195949	0.102266527777778	-0.102266527777778	1.864446e+00	1.145801e-01	-1.145801e-01	5.893491e-04	5.292511e-05	0.058598
